jaar;variabele;gem;SD;bron
2019;BEVPOTBBV15_74_P;80.6;6.152;sdbc
2018;BEVPOTBBV15_74_P;80.4;6.188;sdbc
2017;BEVPOTBBV15_74_P;80.2;6.081;sdbc
2016;BEVPOTBBV15_74_P;80.0;6.242;sdbc
2015;BEVPOTBBV15_74_P;79.7;6.239;sdbc
2014;BEVPOTBBV15_74_P;79.5;6.392;sdbc
2013;BEVPOTBBV15_74_P;79.4;6.604;sdbc
2012;BEVPOTBBV15_74_P;79.3;6.688;sdbc
2011;BEVPOTBBV15_74_P;79.2;6.762;sdbc
2010;BEVPOTBBV15_74_P;79.2;6.829;sdbc
2009;BEVPOTBBV15_74_P;79.1;6.822;sdbc
2008;BEVPOTBBV15_74_P;78.9;6.61;sdbc
2007;BEVPOTBBV15_74_P;78.7;6.613;sdbc
2006;BEVPOTBBV15_74_P;78.5;6.519;sdbc
2005;BEVPOTBBV15_74_P;78.3;6.269;sdbc
2024;BEVMIGGEEN_P;40.4;15.503;sdbc
2023;BEVMIGGEEN_P;41.2;15.493;sdbc
2022;BEVMIGGEEN_P;41.9;15.018;sdbc
2021;BEVMIGGEEN_P;43.0;14.493;sdbc
2020;BEVMIGGEEN_P;43.5;14.39;sdbc
2019;BEVMIGGEEN_P;44.6;14.567;sdbc
2018;BEVMIGGEEN_P;45.6;14.857;sdbc
2017;BEVMIGGEEN_P;46.6;15.125;sdbc
2016;BEVMIGGEEN_P;47.4;15.499;sdbc
2015;BEVMIGGEEN_P;48.0;16.224;sdbc
2014;BEVMIGGEEN_P;48.3;16.138;sdbc
2013;BEVMIGGEEN_P;48.4;16.289;sdbc
2012;BEVMIGGEEN_P;48.5;16.449;sdbc
2011;BEVMIGGEEN_P;48.7;16.522;sdbc
2024;BEVMIGEUROP_P;17.2;7.258;sdbc
2023;BEVMIGEUROP_P;16.7;7.743;sdbc
2022;BEVMIGEUROP_P;15.8;7.797;sdbc
2021;BEVMIGEUROP_P;15.1;6.149;sdbc
2020;BEVMIGEUROP_P;14.7;6.133;sdbc
2019;BEVMIGEUROP_P;14.0;5.857;sdbc
2018;BEVMIGEUROP_P;13.4;5.643;sdbc
2017;BEVMIGEUROP_P;12.8;6.071;sdbc
2016;BEVMIGEUROP_P;12.3;5.713;sdbc
2015;BEVMIGEUROP_P;11.8;5.354;sdbc
2014;BEVMIGEUROP_P;11.4;5.448;sdbc
2013;BEVMIGEUROP_P;11.1;6.218;sdbc
2012;BEVMIGEUROP_P;10.9;5.821;sdbc
2011;BEVMIGEUROP_P;10.6;5.471;sdbc
2024;BEVMIGTURK_P;5.0;4.182;sdbc
2023;BEVMIGTURK_P;5.0;4.251;sdbc
2022;BEVMIGTURK_P;5.1;4.379;sdbc
2021;BEVMIGTURK_P;5.1;4.425;sdbc
2020;BEVMIGTURK_P;5.1;4.517;sdbc
2019;BEVMIGTURK_P;5.1;4.531;sdbc
2018;BEVMIGTURK_P;5.1;4.595;sdbc
2017;BEVMIGTURK_P;5.1;4.653;sdbc
2016;BEVMIGTURK_P;5.1;4.698;sdbc
2015;BEVMIGTURK_P;5.2;4.758;sdbc
2014;BEVMIGTURK_P;5.2;4.782;sdbc
2013;BEVMIGTURK_P;5.3;4.864;sdbc
2012;BEVMIGTURK_P;5.3;4.892;sdbc
2011;BEVMIGTURK_P;5.3;4.914;sdbc
2024;BEVMIGMAROK_P;8.5;7.138;sdbc
2023;BEVMIGMAROK_P;8.6;7.221;sdbc
2022;BEVMIGMAROK_P;8.8;7.334;sdbc
2021;BEVMIGMAROK_P;8.9;7.381;sdbc
2020;BEVMIGMAROK_P;8.8;7.431;sdbc
2019;BEVMIGMAROK_P;8.9;7.495;sdbc
2018;BEVMIGMAROK_P;8.9;7.519;sdbc
2017;BEVMIGMAROK_P;9.0;7.69;sdbc
2016;BEVMIGMAROK_P;9.0;7.773;sdbc
2015;BEVMIGMAROK_P;9.0;7.817;sdbc
2014;BEVMIGMAROK_P;9.0;7.827;sdbc
2013;BEVMIGMAROK_P;9.1;7.929;sdbc
2012;BEVMIGMAROK_P;9.0;8.012;sdbc
2011;BEVMIGMAROK_P;9.1;8.057;sdbc
2024;BEVMIGSUR_P;6.7;7.159;sdbc
2023;BEVMIGSUR_P;6.8;7.293;sdbc
2022;BEVMIGSUR_P;7.1;7.51;sdbc
2021;BEVMIGSUR_P;7.3;7.654;sdbc
2020;BEVMIGSUR_P;7.4;7.792;sdbc
2019;BEVMIGSUR_P;7.5;7.968;sdbc
2018;BEVMIGSUR_P;7.6;8.104;sdbc
2017;BEVMIGSUR_P;7.8;8.223;sdbc
2016;BEVMIGSUR_P;7.9;8.447;sdbc
2015;BEVMIGSUR_P;8.1;8.624;sdbc
2014;BEVMIGSUR_P;8.3;8.793;sdbc
2013;BEVMIGSUR_P;8.5;8.899;sdbc
2012;BEVMIGSUR_P;8.7;9.097;sdbc
2011;BEVMIGSUR_P;8.9;9.364;sdbc
2024;BEVMIGOVAFRIKA_P;5.2;4.53;sdbc
2023;BEVMIGOVAFRIKA_P;5.1;4.405;sdbc
2022;BEVMIGOVAFRIKA_P;5.0;4.502;sdbc
2021;BEVMIGOVAFRIKA_P;4.9;4.47;sdbc
2020;BEVMIGOVAFRIKA_P;4.8;4.382;sdbc
2019;BEVMIGOVAFRIKA_P;4.6;4.362;sdbc
2018;BEVMIGOVAFRIKA_P;4.5;4.314;sdbc
2017;BEVMIGOVAFRIKA_P;4.4;4.381;sdbc
2016;BEVMIGOVAFRIKA_P;4.3;4.483;sdbc
2015;BEVMIGOVAFRIKA_P;4.3;4.514;sdbc
2014;BEVMIGOVAFRIKA_P;4.3;4.443;sdbc
2013;BEVMIGOVAFRIKA_P;4.3;4.39;sdbc
2012;BEVMIGOVAFRIKA_P;4.2;4.418;sdbc
2011;BEVMIGOVAFRIKA_P;4.2;4.308;sdbc
2024;BEVMIGOVAZIE_P;10.3;5.342;sdbc
2023;BEVMIGOVAZIE_P;10.0;4.153;sdbc
2022;BEVMIGOVAZIE_P;9.8;3.481;sdbc
2021;BEVMIGOVAZIE_P;9.5;3.19;sdbc
2020;BEVMIGOVAZIE_P;9.5;3.118;sdbc
2019;BEVMIGOVAZIE_P;9.3;3.138;sdbc
2018;BEVMIGOVAZIE_P;9.1;3.088;sdbc
2017;BEVMIGOVAZIE_P;8.9;3.309;sdbc
2016;BEVMIGOVAZIE_P;8.6;3.462;sdbc
2015;BEVMIGOVAZIE_P;8.4;3.847;sdbc
2014;BEVMIGOVAZIE_P;8.4;4.123;sdbc
2013;BEVMIGOVAZIE_P;8.4;3.802;sdbc
2012;BEVMIGOVAZIE_P;8.4;3.683;sdbc
2011;BEVMIGOVAZIE_P;8.4;3.663;sdbc
2024;BEVMIGOVAMEROCE_P;6.7;2.433;sdbc
2023;BEVMIGOVAMEROCE_P;6.5;2.481;sdbc
2022;BEVMIGOVAMEROCE_P;6.5;2.448;sdbc
2021;BEVMIGOVAMEROCE_P;6.3;2.829;sdbc
2020;BEVMIGOVAMEROCE_P;6.2;2.5;sdbc
2019;BEVMIGOVAMEROCE_P;5.9;2.717;sdbc
2018;BEVMIGOVAMEROCE_P;5.7;2.348;sdbc
2017;BEVMIGOVAMEROCE_P;5.5;2.38;sdbc
2016;BEVMIGOVAMEROCE_P;5.3;2.605;sdbc
2015;BEVMIGOVAMEROCE_P;5.2;2.384;sdbc
2014;BEVMIGOVAMEROCE_P;5.0;2.454;sdbc
2013;BEVMIGOVAMEROCE_P;5.0;2.573;sdbc
2012;BEVMIGOVAMEROCE_P;5.0;2.576;sdbc
2011;BEVMIGOVAMEROCE_P;4.9;2.573;sdbc
2024;BEVMIGONB_P;0.0;0.0;sdgeb22
2023;BEVMIGONB_P;0.0;0.0;sdgeb22
2022;BEVMIGONB_P;0.0;0.0;sdgeb22
2021;BEVMIGONB_P;0.0;0.0;sdgeb22
2020;BEVMIGONB_P;0.0;0.0;sdgeb22
2019;BEVMIGONB_P;0.0;0.0;sdgeb22
2018;BEVMIGONB_P;0.0;0.0;sdgeb22
2017;BEVMIGONB_P;0.0;0.0;sdgeb22
2016;BEVMIGONB_P;0.0;0.0;sdgeb22
2015;BEVMIGONB_P;0.0;0.0;sdgeb22
2014;BEVMIGONB_P;0.0;0.0;sdgeb22
2013;BEVMIGONB_P;0.0;0.0;sdgeb22
2012;BEVMIGONB_P;0.0;0.0;sdgeb22
2011;BEVMIGONB_P;0.0;0.0;sdgeb22
2024;BEVNSTEDELING_P;27.1;12.093;sdbc
2023;BEVNSTEDELING_P;27.2;12.13;sdbc
2022;BEVNSTEDELING_P;27.7;12.928;sdbc
2021;BEVNSTEDELING_P;28.0;13.321;sdbc
2020;BEVNSTEDELING_P;28.3;13.484;sdbc
2019;BEVNSTEDELING_P;28.7;13.779;sdbc
2018;BEVNSTEDELING_P;29.1;14.021;sdbc
2017;BEVNSTEDELING_P;29.3;14.219;sdbc
2016;BEVNSTEDELING_P;29.4;14.405;sdbc
2015;BEVNSTEDELING_P;29.4;14.63;sdbc
2014;BEVNSTEDELING_P;29.2;14.441;sdbc
2013;BEVNSTEDELING_P;29.0;14.48;sdbc
2012;BEVNSTEDELING_P;28.8;14.779;sdbc
2011;BEVNSTEDELING_P;28.6;14.904;sdbc
2010;BEVNSTEDELING_P;28.0;15.044;sdbc
2009;BEVNSTEDELING_P;27.9;15.326;sdbc
2008;BEVNSTEDELING_P;27.9;15.82;sdbc
2007;BEVNSTEDELING_P;27.6;16.229;sdbc
2006;BEVNSTEDELING_P;27.4;16.203;sdbc
2005;BEVNSTEDELING_P;27.2;15.427;sdbc
2024;BEVEENOUDERHH_P;8.0;4.061;sdbc
2023;BEVEENOUDERHH_P;8.1;4.166;sdbc
2022;BEVEENOUDERHH_P;8.3;4.133;sdbc
2021;BEVEENOUDERHH_P;8.5;4.193;sdbc
2020;BEVEENOUDERHH_P;8.6;4.251;sdbc
2019;BEVEENOUDERHH_P;8.7;4.273;sdbc
2018;BEVEENOUDERHH_P;8.8;4.353;sdbc
2017;BEVEENOUDERHH_P;8.9;4.457;sdbc
2016;BEVEENOUDERHH_P;8.9;4.517;sdbc
2015;BEVEENOUDERHH_P;9.0;4.577;sdbc
2014;BEVEENOUDERHH_P;9.0;4.615;sdbc
2013;BEVEENOUDERHH_P;9.1;4.627;sdbc
2012;BEVEENOUDERHH_P;9.1;4.672;sdbc
2011;BEVEENOUDERHH_P;9.1;4.658;sdbc
2010;BEVEENOUDERHH_P;9.0;4.657;sdbc
2024;BEVALLEENHH_P;54.3;12.026;sdbc
2023;BEVALLEENHH_P;54.1;12.046;sdbc
2022;BEVALLEENHH_P;54.0;11.669;sdbc
2021;BEVALLEENHH_P;53.4;11.684;sdbc
2020;BEVALLEENHH_P;53.1;10.481;sdbc
2019;BEVALLEENHH_P;53.1;11.079;sdbc
2018;BEVALLEENHH_P;53.3;11.83;sdbc
2017;BEVALLEENHH_P;53.1;11.759;sdbc
2016;BEVALLEENHH_P;53.1;11.801;sdbc
2015;BEVALLEENHH_P;53.1;11.479;sdbc
2014;BEVALLEENHH_P;53.3;11.448;sdbc
2013;BEVALLEENHH_P;53.4;11.529;sdbc
2012;BEVALLEENHH_P;53.6;11.667;sdbc
2011;BEVALLEENHH_P;53.7;12.05;sdbc
2010;BEVALLEENHH_P;54.0;12.343;sdbc
2024;BEVPAARZKINDHH_P;21.7;5.886;sdbc
2023;BEVPAARZKINDHH_P;21.5;5.124;sdbc
2022;BEVPAARZKINDHH_P;21.3;5.224;sdbc
2021;BEVPAARZKINDHH_P;21.4;5.088;sdbc
2020;BEVPAARZKINDHH_P;21.2;4.571;sdbc
2019;BEVPAARZKINDHH_P;20.9;4.381;sdbc
2018;BEVPAARZKINDHH_P;20.7;4.909;sdbc
2017;BEVPAARZKINDHH_P;20.6;4.924;sdbc
2016;BEVPAARZKINDHH_P;20.4;5.025;sdbc
2015;BEVPAARZKINDHH_P;20.3;4.975;sdbc
2014;BEVPAARZKINDHH_P;20.1;3.922;sdbc
2013;BEVPAARZKINDHH_P;19.9;4.117;sdbc
2012;BEVPAARZKINDHH_P;19.9;4.312;sdbc
2011;BEVPAARZKINDHH_P;20.0;4.314;sdbc
2010;BEVPAARZKINDHH_P;20.0;4.454;sdbc
2024;BEVPAARMKINDHH_P;14.9;9.189;sdbc
2023;BEVPAARMKINDHH_P;15.2;9.305;sdbc
2022;BEVPAARMKINDHH_P;15.3;9.007;sdbc
2021;BEVPAARMKINDHH_P;15.7;9.197;sdbc
2020;BEVPAARMKINDHH_P;15.8;7.904;sdbc
2019;BEVPAARMKINDHH_P;15.9;8.226;sdbc
2018;BEVPAARMKINDHH_P;15.9;8.445;sdbc
2017;BEVPAARMKINDHH_P;16.0;8.35;sdbc
2016;BEVPAARMKINDHH_P;16.2;8.313;sdbc
2015;BEVPAARMKINDHH_P;16.2;8.185;sdbc
2014;BEVPAARMKINDHH_P;16.3;8.325;sdbc
2013;BEVPAARMKINDHH_P;16.2;8.274;sdbc
2012;BEVPAARMKINDHH_P;16.1;8.283;sdbc
2011;BEVPAARMKINDHH_P;16.0;8.386;sdbc
2010;BEVPAARMKINDHH_P;15.8;8.493;sdbc
2024;BEVOVERIGHH_P;1.1;0.748;sdbc
2023;BEVOVERIGHH_P;1.1;0.498;sdbc
2022;BEVOVERIGHH_P;1.1;0.627;sdbc
2021;BEVOVERIGHH_P;1.1;0.42;sdbc
2020;BEVOVERIGHH_P;1.2;0.497;sdbc
2019;BEVOVERIGHH_P;1.3;0.514;sdbc
2018;BEVOVERIGHH_P;1.3;0.555;sdbc
2017;BEVOVERIGHH_P;1.4;0.788;sdbc
2016;BEVOVERIGHH_P;1.4;0.677;sdbc
2015;BEVOVERIGHH_P;1.4;0.919;sdbc
2014;BEVOVERIGHH_P;1.4;1.03;sdbc
2013;BEVOVERIGHH_P;1.3;0.943;sdbc
2012;BEVOVERIGHH_P;1.3;0.984;sdbc
2011;BEVOVERIGHH_P;1.2;0.682;sdbc
2010;BEVOVERIGHH_P;1.2;0.831;sdbc
2024;BEVHHMKIND_P;22.9;11.121;sdbc
2023;BEVHHMKIND_P;23.3;11.421;sdbc
2022;BEVHHMKIND_P;23.6;11.218;sdbc
2021;BEVHHMKIND_P;24.2;11.15;sdbc
2020;BEVHHMKIND_P;24.5;10.184;sdbc
2019;BEVHHMKIND_P;24.7;10.547;sdbc
2018;BEVHHMKIND_P;24.7;10.859;sdbc
2017;BEVHHMKIND_P;24.9;10.706;sdbc
2016;BEVHHMKIND_P;25.0;10.722;sdbc
2015;BEVHHMKIND_P;25.2;10.674;sdbc
2014;BEVHHMKIND_P;25.3;10.707;sdbc
2013;BEVHHMKIND_P;25.3;10.771;sdbc
2012;BEVHHMKIND_P;25.2;10.733;sdbc
2011;BEVHHMKIND_P;25.1;10.9;sdbc
2010;BEVHHMKIND_P;24.9;11.043;sdbc
2024;BEV1P75PLUS_P;2.9;1.555;sdbc
2023;BEV1P75PLUS_P;2.8;1.536;sdbc
2022;BEV1P75PLUS_P;2.7;1.514;sdbc
2021;BEV1P75PLUS_P;2.6;1.459;sdbc
2020;BEV1P75PLUS_P;2.6;1.524;sdbc
2019;BEV1P75PLUS_P;2.5;1.5;sdbc
2018;BEV1P75PLUS_P;2.5;1.537;sdbc
2017;BEV1P75PLUS_P;2.5;1.582;sdbc
2016;BEV1P75PLUS_P;2.5;1.676;sdbc
2015;BEV1P75PLUS_P;2.5;1.777;sdbc
2014;BEV1P75PLUS_P;2.5;1.733;sdbc
2013;BEV1P75PLUS_P;2.5;1.787;sdbc
2012;BEV1P75PLUS_P;2.6;1.788;sdbc
2011;BEV1P75PLUS_P;2.6;1.834;sdbc
2020;BEVMUTNL_P;15.5;7.251;sdbc
2019;BEVMUTNL_P;14.8;8.07;sdbc
2018;BEVMUTNL_P;14.4;6.784;sdbc
2017;BEVMUTNL_P;14.8;7.882;sdbc
2016;BEVMUTNL_P;15.0;7.832;sdbc
2015;BEVMUTNL_P;14.7;9.924;sdbc
2014;BEVMUTNL_P;14.2;7.231;sdbc
2013;BEVMUTNL_P;13.9;5.144;sdbc
2012;BEVMUTNL_P;13.9;5.152;sdbc
2011;BEVMUTNL_P;14.0;4.479;sdbc
2010;BEVMUTNL_P;14.5;4.72;sdbc
2020;BEVMUTTOT_P;18.8;9.385;sdbc
2019;BEVMUTTOT_P;19.1;12.705;sdbc
2018;BEVMUTTOT_P;18.5;11.368;sdbc
2017;BEVMUTTOT_P;18.6;12.521;sdbc
2016;BEVMUTTOT_P;18.3;13.2;sdbc
2015;BEVMUTTOT_P;17.9;15.827;sdbc
2014;BEVMUTTOT_P;17.4;13.431;sdbc
2013;BEVMUTTOT_P;17.2;7.336;sdbc
2012;BEVMUTTOT_P;17.2;7.103;sdbc
2011;BEVMUTTOT_P;17.2;6.351;sdbc
2010;BEVMUTTOT_P;17.8;6.666;sdbc
2024;BEVWOONDUUR;9.0;3.025;sdbc
2023;BEVWOONDUUR;8.9;3.011;sdbc
2022;BEVWOONDUUR;8.9;2.944;sdbc
2021;BEVWOONDUUR;9.0;2.894;sdbc
2020;BEVWOONDUUR;8.8;2.72;sdbc
2019;BEVWOONDUUR;8.8;2.741;sdbc
2018;BEVWOONDUUR;8.7;2.748;sdbc
2017;BEVWOONDUUR;8.6;2.676;sdbc
2016;BEVWOONDUUR;8.6;2.626;sdbc
2015;BEVWOONDUUR;8.5;2.603;sdbc
2014;BEVWOONDUUR;8.5;2.527;sdbc
2013;BEVWOONDUUR;8.3;2.572;sdbc
2012;BEVWOONDUUR;8.2;2.546;sdbc
2011;BEVWOONDUUR;8.1;2.561;sdbc
2010;BEVWOONDUUR;8.1;2.544;sdbc
2009;BEVWOONDUUR;8.1;2.594;sdbc
2008;BEVWOONDUUR;8.1;2.583;sdbc
2007;BEVWOONDUUR;8.2;2.428;sdbc
2006;BEVWOONDUUR;8.2;2.388;sdbc
2005;BEVWOONDUUR;8.1;2.335;sdbc
2024;BHLOCVKPDET;5288.0;73.336;sdbc
2023;BHLOCVKPDET;5391.0;73.191;sdbc
2022;BHLOCVKPDET;5353.0;73.927;sdbc
2021;BHLOCVKPDET;5445.0;75.94;sdbc
2020;BHLOCVKPDET;5653.0;79.846;sdbc
2019;BHLOCVKPDET;5746.0;80.731;sdbc
2018;BHLOCVKPDET;5858.0;81.579;sdbc
2017;BHLOCVKPDET;5916.0;81.821;sdbc
2016;BHLOCVKPDET;5935.0;83.431;sdbc
2015;BHLOCVKPDET;5946.0;82.618;sdbc
2014;BHLOCVKPDET;5971.0;83.375;sdbc
2013;BHLOCVKPDET;6058.0;84.5;sdbc
2012;BHLOCVKPDET;6081.0;86.084;sdbc
2011;BHLOCVKPDET;6089.0;85.412;sdbc
2010;BHLOCVKPDET;6153.0;86.594;sdbc
2023;BHZZP_P;57.6;15.518;sdbc
2022;BHZZP_P;56.9;15.326;sdbc
2021;BHZZP_P;56.6;15.721;sdbc
2020;BHZZP_P;57.7;15.725;sdbc
2019;BHZZP_P;57.3;15.638;sdbc
2018;BHZZP_P;56.7;15.538;sdbc
2017;BHZZP_P;56.2;15.657;sdbc
2016;BHZZP_P;55.5;15.705;sdbc
2015;BHZZP_P;54.8;15.531;sdbc
2014;BHZZP_P;54.1;15.673;sdbc
2013;BHZZP_P;52.4;15.394;sdbc
2012;BHZZP_P;51.2;15.091;sdbc
2011;BHZZP_P;48.6;14.142;sdbc
2010;BHZZP_P;45.6;14.073;sdbc
2009;BHZZP_P;37.5;13.739;sdbc
2008;BHZZP_P;34.1;12.995;sdbc
2021;BHSTART_P;7.7;2.852;sdbc
2020;BHSTART_P;9.9;3.872;sdbc
2019;BHSTART_P;10.0;3.519;sdbc
2018;BHSTART_P;10.0;3.459;sdbc
2017;BHSTART_P;10.3;3.613;sdbc
2016;BHSTART_P;10.5;2.83;sdbc
2015;BHSTART_P;10.3;3.157;sdbc
2014;BHSTART_P;10.6;3.782;sdbc
2013;BHSTART_P;9.8;3.724;sdbc
2012;BHSTART_P;10.1;4.29;sdbc
2011;BHSTART_P;9.4;3.8;sdbc
2010;BHSTART_P;8.8;3.623;sdbc
2009;BHSTART_P;11.5;5.094;sdbc
2008;BHSTART_P;9.5;4.223;sdbc
2024;BHLOCVKPDAGELIJKS;1895.0;19.69;sdbc
2023;BHLOCVKPDAGELIJKS;1949.0;19.727;sdbc
2022;BHLOCVKPDAGELIJKS;1891.0;19.67;sdbc
2021;BHLOCVKPDAGELIJKS;1868.0;19.453;sdbc
2020;BHLOCVKPDAGELIJKS;1911.0;20.043;sdbc
2019;BHLOCVKPDAGELIJKS;1911.0;19.722;sdbc
2018;BHLOCVKPDAGELIJKS;1949.0;19.782;sdbc
2017;BHLOCVKPDAGELIJKS;1939.0;19.339;sdbc
2016;BHLOCVKPDAGELIJKS;1918.0;19.092;sdbc
2015;BHLOCVKPDAGELIJKS;1889.0;18.392;sdbc
2014;BHLOCVKPDAGELIJKS;1877.0;17.773;sdbc
2013;BHLOCVKPDAGELIJKS;1872.0;17.824;sdbc
2012;BHLOCVKPDAGELIJKS;1850.0;17.908;sdbc
2011;BHLOCVKPDAGELIJKS;1832.0;17.273;sdbc
2010;BHLOCVKPDAGELIJKS;1857.0;17.733;sdbc
2024;BHLOCVKPCOFFEESHOPS;167.0;3.363;sdbc
2023;BHLOCVKPCOFFEESHOPS;167.0;3.357;sdbc
2022;BHLOCVKPCOFFEESHOPS;170.0;3.515;sdbc
2021;BHLOCVKPCOFFEESHOPS;168.0;3.414;sdbc
2020;BHLOCVKPCOFFEESHOPS;169.0;3.472;sdbc
2019;BHLOCVKPCOFFEESHOPS;171.0;3.413;sdbc
2018;BHLOCVKPCOFFEESHOPS;174.0;3.536;sdbc
2017;BHLOCVKPCOFFEESHOPS;172.0;3.501;sdbc
2016;BHLOCVKPCOFFEESHOPS;176.0;3.635;sdbc
2015;BHLOCVKPCOFFEESHOPS;192.0;4.31;sdbc
2014;BHLOCVKPCOFFEESHOPS;206.0;4.948;sdbc
2013;BHLOCVKPCOFFEESHOPS;210.0;5.108;sdbc
2012;BHLOCVKPCOFFEESHOPS;210.0;5.131;sdbc
2011;BHLOCVKPCOFFEESHOPS;214.0;5.114;sdbc
2010;BHLOCVKPCOFFEESHOPS;218.0;5.214;sdbc
2024;BHLOCVKPMODELUXE;1525.0;34.291;sdbc
2023;BHLOCVKPMODELUXE;1548.0;34.365;sdbc
2022;BHLOCVKPMODELUXE;1561.0;35.304;sdbc
2021;BHLOCVKPMODELUXE;1643.0;36.968;sdbc
2020;BHLOCVKPMODELUXE;1793.0;40.455;sdbc
2019;BHLOCVKPMODELUXE;1867.0;41.662;sdbc
2018;BHLOCVKPMODELUXE;1918.0;42.038;sdbc
2017;BHLOCVKPMODELUXE;1955.0;42.609;sdbc
2016;BHLOCVKPMODELUXE;1985.0;43.614;sdbc
2015;BHLOCVKPMODELUXE;1977.0;43.676;sdbc
2014;BHLOCVKPMODELUXE;1971.0;43.425;sdbc
2013;BHLOCVKPMODELUXE;1985.0;43.087;sdbc
2012;BHLOCVKPMODELUXE;2008.0;44.043;sdbc
2011;BHLOCVKPMODELUXE;2015.0;44.499;sdbc
2010;BHLOCVKPMODELUXE;2046.0;45.18;sdbc
2024;BHLOCVKPINENOMHUIS;948.0;9.435;sdbc
2023;BHLOCVKPINENOMHUIS;977.0;9.448;sdbc
2022;BHLOCVKPINENOMHUIS;988.0;9.616;sdbc
2021;BHLOCVKPINENOMHUIS;992.0;9.692;sdbc
2020;BHLOCVKPINENOMHUIS;1010.0;10.003;sdbc
2019;BHLOCVKPINENOMHUIS;1026.0;10.109;sdbc
2018;BHLOCVKPINENOMHUIS;1029.0;9.801;sdbc
2017;BHLOCVKPINENOMHUIS;1012.0;9.7;sdbc
2016;BHLOCVKPINENOMHUIS;1016.0;9.65;sdbc
2015;BHLOCVKPINENOMHUIS;1057.0;10.049;sdbc
2014;BHLOCVKPINENOMHUIS;1126.0;11.075;sdbc
2013;BHLOCVKPINENOMHUIS;1173.0;11.772;sdbc
2012;BHLOCVKPINENOMHUIS;1172.0;11.77;sdbc
2011;BHLOCVKPINENOMHUIS;1169.0;11.612;sdbc
2010;BHLOCVKPINENOMHUIS;1172.0;11.436;sdbc
2021;BHKANTRUIM_M2LEEG_P;13.0;8.09;sdbc
2020;BHKANTRUIM_M2LEEG_P;14.0;7.256;sdbc
2017;BHKANTRUIM_M2LEEG_P;16.0;16.206;sdbc
2016;BHKANTRUIM_M2LEEG_P;16.0;15.206;sdbc
2024;BHLOCVKPDETOVERIG;590.0;14.327;sdbc
2023;BHLOCVKPDETOVERIG;581.0;14.094;sdbc
2022;BHLOCVKPDETOVERIG;564.0;14.138;sdbc
2021;BHLOCVKPDETOVERIG;574.0;14.221;sdbc
2020;BHLOCVKPDETOVERIG;567.0;14.058;sdbc
2019;BHLOCVKPDETOVERIG;572.0;14.146;sdbc
2018;BHLOCVKPDETOVERIG;572.0;14.026;sdbc
2017;BHLOCVKPDETOVERIG;602.0;13.659;sdbc
2016;BHLOCVKPDETOVERIG;600.0;13.47;sdbc
2015;BHLOCVKPDETOVERIG;582.0;13.414;sdbc
2014;BHLOCVKPDETOVERIG;544.0;13.624;sdbc
2013;BHLOCVKPDETOVERIG;554.0;14.049;sdbc
2012;BHLOCVKPDETOVERIG;564.0;14.232;sdbc
2011;BHLOCVKPDETOVERIG;567.0;13.817;sdbc
2010;BHLOCVKPDETOVERIG;573.0;13.6;sdbc
2024;BHLOCVKPVRIJETIJD;330.0;5.442;sdbc
2023;BHLOCVKPVRIJETIJD;336.0;5.433;sdbc
2022;BHLOCVKPVRIJETIJD;349.0;5.411;sdbc
2021;BHLOCVKPVRIJETIJD;368.0;5.779;sdbc
2020;BHLOCVKPVRIJETIJD;372.0;5.883;sdbc
2019;BHLOCVKPVRIJETIJD;370.0;5.864;sdbc
2018;BHLOCVKPVRIJETIJD;390.0;6.301;sdbc
2017;BHLOCVKPVRIJETIJD;408.0;6.667;sdbc
2016;BHLOCVKPVRIJETIJD;416.0;7.243;sdbc
2015;BHLOCVKPVRIJETIJD;441.0;7.548;sdbc
2014;BHLOCVKPVRIJETIJD;453.0;7.633;sdbc
2013;BHLOCVKPVRIJETIJD;474.0;8.183;sdbc
2012;BHLOCVKPVRIJETIJD;487.0;8.693;sdbc
2011;BHLOCVKPVRIJETIJD;506.0;8.794;sdbc
2010;BHLOCVKPVRIJETIJD;505.0;8.791;sdbc
2024;BHLOCVKPDIENSTEN;2493.0;25.401;sdbc
2023;BHLOCVKPDIENSTEN;2469.0;25.238;sdbc
2022;BHLOCVKPDIENSTEN;2435.0;25.745;sdbc
2021;BHLOCVKPDIENSTEN;2427.0;25.816;sdbc
2020;BHLOCVKPDIENSTEN;2473.0;26.034;sdbc
2019;BHLOCVKPDIENSTEN;2452.0;25.762;sdbc
2018;BHLOCVKPDIENSTEN;2422.0;25.33;sdbc
2017;BHLOCVKPDIENSTEN;2409.0;24.827;sdbc
2016;BHLOCVKPDIENSTEN;2374.0;24.47;sdbc
2015;BHLOCVKPDIENSTEN;2368.0;24.181;sdbc
2014;BHLOCVKPDIENSTEN;2421.0;25.138;sdbc
2013;BHLOCVKPDIENSTEN;2422.0;25.15;sdbc
2012;BHLOCVKPDIENSTEN;2412.0;24.913;sdbc
2011;BHLOCVKPDIENSTEN;2448.0;24.984;sdbc
2010;BHLOCVKPDIENSTEN;2488.0;25.181;sdbc
2024;BHLOCVKPHORECA;4863.0;68.273;sdbc
2023;BHLOCVKPHORECA;4877.0;68.264;sdbc
2022;BHLOCVKPHORECA;4818.0;70.065;sdbc
2021;BHLOCVKPHORECA;4724.0;68.721;sdbc
2020;BHLOCVKPHORECA;4652.0;69.316;sdbc
2019;BHLOCVKPHORECA;4603.0;68.646;sdbc
